name and surname,preferences
Aston Chapman,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Alisa Miller,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Garry Morgan,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Adelaide Parker,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
John Mason,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Kelsey Mason,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Abraham Hall,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Anna Harrison,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Owen Dixon,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Max Carroll,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Walter Mitchell,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Tony Anderson,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Cherry Miller,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Lily Farrell,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Daisy Hall,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Honey Spencer,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Alexander Murphy,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Tess Allen,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Caroline Edwards,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Justin Owens,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Lucia Cameron,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Jessica Harper,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Marcus Elliott,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Dainton Rogers,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Lydia Hall,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Aldus Douglas,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Lilianna Richardson,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Lucas Harper,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Garry Gibson,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Lily Chapman,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Arthur Harper,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Stuart Alexander,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Sabrina Harper,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Lucas Owens,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Melanie Barrett,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Alina Davis,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Ada Richardson,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Harold Campbell,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Sarah Ferguson,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Jacob Murphy,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Lucy Lloyd,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Adele Baker,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Paige Wright,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Edgar Nelson,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Gianna Perry,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Owen Stevens,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Aiden Farrell,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Kevin Andrews,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Ryan Turner,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Penelope Montgomery,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Wilson Crawford,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Kevin Elliott,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Victor Bailey,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Sofia Phillips,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Rosie Douglas,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Alissa Martin,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Adison Rogers,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Stuart Morrison,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Audrey Lloyd,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Sofia Thomas,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Stella Roberts,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Amelia Fowler,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Michelle Nelson,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Oliver Hamilton,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Jack Robinson,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Melanie Cole,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Jessica Hawkins,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Preston Owens,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Dainton Ferguson,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Daniel Walker,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Wilson Morris,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Steven Carter,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Sawyer Walker,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Heather Gray,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Preston Ross,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Stella Lloyd,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Mike Harper,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Ned Campbell,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Victoria Dixon,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Alfred Harrison,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Melissa Barnes,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Olivia Barnes,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Amber Riley,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
David Brooks,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Maria Mitchell,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Reid Andrews,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Dominik Morrison,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Thomas Russell,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Elian Chapman,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
James Turner,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Aiden Richardson,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
April Walker,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Adrianna Douglas,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Connie Harris,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Rubie Elliott,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Adam Barnes,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Melissa Clark,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Lucas Gibson,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Andrew Hall,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Justin Spencer,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Henry Thomas,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Dainton Phillips,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Aston Hall,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Myra Crawford,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Melissa Brooks,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Ned Payne,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Gianna Tucker,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Amber Craig,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Walter Chapman,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Adelaide Ferguson,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Brad Grant,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Hailey Stewart,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Carina Phillips,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Steven Myers,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Arthur Brooks,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Jasmine Russell,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Kirsten Reed,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Frederick Hill,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Maddie Walker,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Abraham Gray,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Violet Bailey,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Gianna Wright,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Lucas Taylor,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Walter Harrison,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Maria Chapman,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Henry Russell,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Rosie Jones,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Emma Robinson,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Carina Allen,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Elise Bailey,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Sarah Watson,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Dexter Alexander,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Kimberly Thompson,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Miranda Watson,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Alisa Smith,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Ryan Harper,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Edward Scott,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Marcus Cole,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Carina Perry,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Tony Smith,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Samantha Perkins,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Michael Stewart,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Gianna Hunt,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Clark Alexander,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Tyler Mason,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Audrey Morris,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Frederick Martin,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Tyler Mitchell,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Luke Mason,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Sienna Stewart,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Kimberly Parker,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Carina Bennett,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Maya Craig,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Dexter Grant,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Audrey Taylor,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Robert Fowler,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Alissa Warren,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
James Rogers,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Martin Mitchell,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Carl Wright,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Aida Barnes,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Julia Clark,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Paul Spencer,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Arianna Carter,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Byron Miller,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Maya Turner,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Olivia Mason,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Evelyn Wells,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Robert Armstrong,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Dale West,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Savana Stevens,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Daisy Taylor,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Charlie Crawford,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Jacob Ellis,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Jessica Wright,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
David Brown,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Michael Allen,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Oscar Douglas,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Jessica Ellis,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Eleanor Grant,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Samantha Adams,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Edgar Cunningham,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Alexander Sullivan,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Ted Campbell,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Adelaide Miller,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Alen Bennett,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Stella Nelson,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Emma Richardson,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Andrew Casey,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Justin Carroll,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Marcus Perkins,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Preston Rogers,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Edgar Ellis,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Miranda Williams,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Jasmine Gray,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Aston Henderson,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Clark Brown,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Miller Farrell,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
April Edwards,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Adele Cameron,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Frederick Holmes,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Chelsea Ferguson,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Alberta Craig,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Garry Williams,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Olivia Gray,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Kimberly Carroll,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Adele Hamilton,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Arnold Cooper,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Lilianna Hill,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Joyce Stevens,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Camila Turner,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Harold Casey,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Byron Bailey,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Ellia Allen,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Fiona Turner,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Valeria Johnson,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Alfred Scott,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Lilianna Walker,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Carlos Ellis,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Camila Carter,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Tyler Davis,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Isabella Hamilton,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Daniel Mitchell,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Daisy Stevens,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Joyce Ferguson,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Carl Wells,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Camila Montgomery,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Lily Andrews,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Melanie Parker,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Edward Murphy,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Stella Wells,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Annabella Dixon,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Henry Adams,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Deanna Dixon,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Grace Bailey,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Sofia Clark,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Myra Thomas,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Carlos Turner,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Isabella Barrett,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Emma Wilson,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Victor Barrett,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Kate Adams,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Adelaide Tucker,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Valeria Elliott,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Fiona Parker,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Gianna Miller,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Andrew Elliott,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Michael Lloyd,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Honey Carroll,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Penelope Brooks,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Penelope Carroll,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Madaline Sullivan,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
John Grant,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Connie Johnson,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Ellia Martin,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Deanna Barnes,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Melissa Myers,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Carina Chapman,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Amanda Phillips,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Paul Clark,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Antony Mitchell,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Albert Cooper,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Daisy Barnes,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Daryl Bennett,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Dale Sullivan,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Tyler Miller,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Abigail Perry,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Briony Allen,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Lily Morrison,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Bruce Smith,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Sydney Kelly,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Edwin Grant,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Savana Rogers,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Paige Craig,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Arnold Gibson,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Victoria Barnes,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Amber Mitchell,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Lily Riley,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Savana Ellis,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Natalie Harper,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Rafael Allen,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Ellia Harper,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Emma Roberts,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Amber Gibson,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Fiona Nelson,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Carlos Lloyd,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Aida Craig,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Sydney Owens,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Sawyer Moore,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Spike Nelson,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Grace West,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Michelle Barrett,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Alfred Morrison,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Mary Rogers,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Miller Adams,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Myra Miller,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Brooke Lloyd,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Carlos Perry,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
April Carroll,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Edward Henderson,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Freddie Hawkins,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Maddie Russell,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Albert Casey,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Charlie Stewart,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Sarah Tucker,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Rebecca Smith,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Savana Crawford,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Kate Payne,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Alexander Carter,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Adrian Adams,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Haris Anderson,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Darcy Smith,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Miranda Brown,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Alexander Adams,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Alberta Allen,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Tony Myers,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
William Crawford,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
John Johnson,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Bruce Anderson,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Cadie Morgan,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Tiana Ellis,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Daisy Dixon,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Tyler Morgan,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Camila Barrett,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Eric Murray,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Steven Crawford,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Aiden Hawkins,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Kelvin Foster,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Lucas Smith,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Emma Morgan,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Paul Harrison,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Dainton Riley,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Adrian Watson,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Sydney Perry,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Kevin Stevens,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Nicholas Harris,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
James Scott,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Dale Smith,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Ryan Chapman,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
