,First Name,Last Name,Age,Number children,Degree,Experience,Years of unemployment,Working environment
1592,Alfred,Moore,47,3,three-year degree,9,5,Instruction
1593,Rebecca,Barnes,47,3,high school diploma,9,9,Economic
1594,Penelope,Murphy,42,3,high school diploma,12,12,Generic
1595,Walter,Carroll,49,1,compulsory school,15,7,Generic
1596,Maddie,Nelson,44,3,compulsory school,20,9,Generic
1597,Catherine,West,47,1,high school diploma,12,3,Economic
1598,Melissa,Foster,41,3,Ph.D,12,3,healthcare
1599,Tess,Smith,47,3,high school diploma,20,12,Generic
1600,Lyndon,Mitchell,40,1,high school diploma,12,9,Generic
1601,April,Ferguson,49,2,high school diploma,12,5,Generic
1602,Ellia,Craig,41,3,high school diploma,12,7,Generic
1603,Vanessa,Harrison,50,2,three-year degree,7,0,Instruction
1604,Fenton,Taylor,49,3,master degree,12,5,Instruction
1605,Roman,Allen,44,1,high school diploma,9,9,Generic
1606,Abigail,Owens,40,3,high school diploma,5,12,Generic
1607,Chloe,Wilson,46,3,high school diploma,9,7,Economic
1608,Oscar,Evans,41,1,high school diploma,12,5,Generic
1609,Paige,Richardson,47,3,high school diploma,12,3,Generic
1610,Derek,Johnson,42,0,high school diploma,9,15,Generic
1611,Honey,Cunningham,50,2,master degree,9,9,healthcare
1612,Alexia,Brooks,43,0,three-year degree,7,9,Informatics
1613,Lucia,Jones,41,1,high school diploma,15,3,Generic
1614,Arianna,Watson,41,2,high school diploma,9,3,Generic
1615,Arianna,Spencer,43,2,master,12,3,healthcare
1616,Savana,Mitchell,42,0,high school diploma,9,7,Worker
1617,Sarah,Williams,49,0,master degree,5,15,Informatics
1618,Tara,Foster,48,1,high school diploma,15,7,Generic
1619,Joyce,Murphy,47,2,high school diploma,9,12,Generic
1620,Charlie,Morrison,49,0,high school diploma,15,3,Generic
1621,Aiden,Adams,43,1,high school diploma,12,3,Generic
1622,Jordan,Higgins,47,1,compulsory school,12,1,Worker
1623,Dainton,Richards,50,2,high school diploma,9,7,Generic
1624,Adelaide,West,49,3,three-year degree,9,3,Instruction
1625,Elise,Higgins,48,2,compulsory school,12,5,Generic
1626,Tyler,Phillips,46,2,high school diploma,7,9,Generic
1627,Madaline,Douglas,40,3,three-year degree,1,1,healthcare
1628,Melissa,Douglas,45,3,high school diploma,9,7,Worker
1629,Nicholas,Harrison,41,2,high school diploma,15,3,Generic
1630,Harold,Harrison,49,0,high school diploma,20,7,Informatics
1631,Miller,Ryan,45,3,high school diploma,20,15,Generic
1632,Spike,Hall,41,1,high school diploma,15,9,Generic
1633,Oliver,Ellis,50,2,high school diploma,12,5,Generic
1634,Jared,Ross,45,0,three-year degree,9,3,healthcare
1635,Chester,Spencer,40,1,compulsory school,7,9,Generic
1636,Alissa,Montgomery,45,3,high school diploma,12,15,Generic
1637,Sawyer,Carroll,50,2,high school diploma,12,3,Worker
1638,Sabrina,Riley,42,3,compulsory school,9,5,Worker
1639,Joyce,Owens,48,0,compulsory school,12,3,Worker
1640,Roland,Johnson,40,2,high school diploma,9,5,Generic
1641,Patrick,Grant,48,0,compulsory school,15,5,Worker
1642,Robert,Barrett,46,1,master,7,7,Economic
1643,Vincent,Edwards,48,0,high school diploma,9,3,Economic
1644,Alen,Bennett,49,1,high school diploma,7,3,Generic
1645,Frederick,Myers,45,0,three-year degree,9,7,Informatics
1646,Florrie,Perry,50,2,high school diploma,9,7,Generic
1647,Tyler,Harrison,45,3,Ph.D,1,20,Economic
1648,Lydia,Richards,43,2,high school diploma,7,12,Generic
1649,Adison,Cameron,50,3,compulsory school,12,9,Generic
1650,Kate,West,45,3,high school diploma,9,7,Economic
1651,Heather,Ross,49,2,high school diploma,12,1,Generic
1652,Charlie,Alexander,43,2,three-year degree,12,5,Economic
1653,Dominik,Smith,43,0,master degree,12,7,healthcare
1654,William,Harris,44,2,three-year degree,9,3,Instruction
1655,Sydney,Harper,50,3,high school diploma,15,1,Worker
1656,Richard,Anderson,46,2,high school diploma,9,15,Generic
1657,Naomi,Perkins,49,2,high school diploma,9,7,Economic
1658,Jenna,Ellis,40,3,high school diploma,9,3,Generic
1659,Edwin,Morris,46,1,high school diploma,9,7,Instruction
1660,Rebecca,Wilson,47,0,high school diploma,15,3,Generic
1661,Penelope,Farrell,41,2,master degree,9,12,Economic
1662,Kimberly,Allen,46,3,high school diploma,12,9,Economic
1663,Alissa,Dixon,43,2,three-year degree,5,12,Economic
1664,Eddy,Rogers,42,0,high school diploma,12,9,Worker
1665,Fiona,Casey,42,3,three-year degree,12,5,healthcare
1666,Elian,Miller,40,2,master degree,20,5,healthcare
1667,Fenton,Andrews,43,1,three-year degree,20,5,healthcare
1668,Oscar,Wells,48,0,high school diploma,12,12,Generic
1669,Haris,Higgins,42,2,master degree,15,12,healthcare
1670,Max,Richardson,46,0,three-year degree,12,3,Economic
1671,Lucia,Riley,48,2,master,5,0,Informatics
1672,Arnold,Hamilton,45,3,three-year degree,9,1,Informatics
1673,Oliver,Walker,41,0,high school diploma,9,5,Generic
1674,Adrianna,Foster,48,3,high school diploma,9,7,Generic
1675,Justin,Wilson,40,2,high school diploma,9,12,Instruction
1676,Jasmine,Mason,49,2,high school diploma,12,1,Generic
1677,Elise,Murphy,45,2,master degree,20,5,Informatics
1678,Lucas,Sullivan,41,3,master degree,5,3,Informatics
1679,Adrian,Rogers,46,3,master,12,7,healthcare
1680,James,Hill,47,3,high school diploma,15,5,Generic
1681,Alan,Russell,40,0,compulsory school,15,1,Generic
1682,Marcus,Brooks,41,2,high school diploma,12,7,Generic
1683,Haris,Martin,50,3,high school diploma,3,5,Instruction
1684,Annabella,Owens,40,3,master degree,9,9,healthcare
1685,Grace,Crawford,41,2,three-year degree,9,7,Economic
1686,Olivia,Parker,47,3,high school diploma,9,7,Generic
1687,Sawyer,Parker,50,1,three-year degree,9,5,Instruction
1688,Vincent,Holmes,45,1,master degree,3,20,Informatics
1689,Melanie,Rogers,50,0,high school diploma,20,3,Generic
1690,Kelsey,Higgins,49,1,high school diploma,9,3,Generic
1691,Catherine,Brown,46,2,high school diploma,9,9,Generic
1692,Alina,Morrison,41,0,high school diploma,20,3,Worker
1693,Carl,Elliott,41,1,high school diploma,15,5,Worker
1694,Sofia,Edwards,41,1,high school diploma,12,7,Generic
1695,Abraham,Bennett,46,0,three-year degree,20,5,Economic
1696,George,Warren,46,1,high school diploma,9,5,Generic
1697,Melissa,Kelly,40,0,high school diploma,15,5,Worker
1698,Miranda,Rogers,49,3,high school diploma,12,3,Generic
1699,Brad,Henderson,42,1,high school diploma,9,7,Generic
1700,Vivian,Higgins,48,0,three-year degree,15,7,Informatics
1701,Alberta,Wells,43,1,high school diploma,12,9,Worker
1702,Sawyer,Armstrong,49,0,high school diploma,15,9,Economic
1703,Tyler,Higgins,44,3,high school diploma,5,3,Worker
1704,Jack,Spencer,44,3,high school diploma,9,1,Generic
1705,Penelope,Phillips,45,1,high school diploma,7,5,Worker
1706,Hailey,Cunningham,45,2,three-year degree,12,7,Instruction
1707,Jack,Hunt,41,3,compulsory school,12,3,Worker
1708,Rafael,Farrell,44,1,master degree,9,9,Economic
1709,Edward,Howard,41,2,high school diploma,12,1,Instruction
1710,Carlos,Harrison,50,1,high school diploma,12,7,Economic
1711,Amelia,Ross,48,1,master degree,9,5,Economic
1712,Sawyer,Richards,48,0,compulsory school,7,15,Generic
1713,Eleanor,Morrison,41,1,three-year degree,12,1,Informatics
1714,Honey,Hawkins,48,3,three-year degree,15,9,Economic
1715,Tara,Perry,46,1,master degree,7,9,Instruction
1716,Annabella,Richards,41,0,high school diploma,9,3,Instruction
1717,Clark,Rogers,46,2,high school diploma,15,7,Worker
1718,Lilianna,Baker,42,1,compulsory school,12,7,Generic
1719,Edwin,Reed,41,1,high school diploma,12,3,Economic
1720,William,Hall,43,3,compulsory school,9,3,Generic
1721,Roman,Reed,48,1,three-year degree,12,5,Instruction
1722,Alfred,Parker,42,1,high school diploma,9,12,Generic
1723,William,Evans,43,2,high school diploma,7,1,Worker
1724,Jack,Turner,47,2,high school diploma,12,1,Generic
1725,Amy,Owens,42,0,master degree,5,5,Informatics
1726,Anna,Martin,45,1,three-year degree,12,3,Instruction
1727,Steven,Ross,50,3,three-year degree,15,15,Instruction
1728,Sofia,Farrell,42,1,high school diploma,15,5,Generic
1729,Darcy,Cameron,49,2,high school diploma,9,3,Generic
1730,Catherine,Elliott,45,0,Ph.D,12,7,healthcare
1731,Richard,Davis,42,0,high school diploma,12,15,Generic
1732,Emily,Foster,48,3,master,15,7,healthcare
1733,Amanda,Grant,41,2,high school diploma,7,3,Generic
1734,Darcy,Perry,42,1,high school diploma,20,9,Instruction
1735,Kelvin,Hill,48,0,high school diploma,12,12,Generic
1736,Connie,Cunningham,43,1,high school diploma,12,5,Generic
1737,Martin,Perry,43,2,three-year degree,9,12,healthcare
1738,Chloe,Henderson,43,0,high school diploma,9,3,Instruction
1739,Tony,Smith,49,0,high school diploma,12,1,Generic
1740,Leonardo,Morgan,50,1,compulsory school,15,5,Generic
1741,Edith,Tucker,40,2,master degree,7,3,Informatics
1742,Deanna,Casey,50,1,high school diploma,9,0,Economic
1743,Amber,Hawkins,49,2,high school diploma,12,3,Informatics
1744,Rosie,Hill,46,2,three-year degree,12,5,Instruction
1745,Sabrina,Carroll,41,1,compulsory school,7,3,Worker
1746,Eleanor,Douglas,50,3,three-year degree,15,9,Informatics
1747,Luke,Taylor,54,2,compulsory school,12,3,Worker
1748,Ted,Bennett,55,0,high school diploma,9,15,Generic
1749,Antony,Williams,60,0,high school diploma,12,7,Generic
1750,Bruce,Watson,57,3,high school diploma,15,5,Worker
1751,Edwin,Sullivan,50,3,high school diploma,12,1,Generic
1752,Miley,Anderson,52,1,master,15,1,Economic
1753,Kellan,Casey,51,3,three-year degree,9,1,Informatics
1754,Miranda,Montgomery,56,2,three-year degree,12,3,Informatics
1755,Edward,Johnson,50,3,high school diploma,12,9,Generic
1756,Edwin,Jones,55,1,three-year degree,12,1,Instruction
1757,Patrick,Owens,55,1,high school diploma,5,3,Generic
1758,Connie,Carter,51,1,master,7,9,healthcare
1759,Alexia,Barrett,50,3,high school diploma,9,1,Generic
1760,Henry,Morgan,50,1,high school diploma,12,5,Generic
1761,Agata,Richards,54,2,high school diploma,9,7,Worker
1762,Joyce,Anderson,55,2,three-year degree,9,1,healthcare
1763,Kristian,Spencer,51,0,high school diploma,9,5,Instruction
1764,Amber,Smith,52,2,high school diploma,12,0,Generic
1765,Madaline,Henderson,55,0,master degree,9,1,Instruction
1766,Blake,Turner,56,0,Ph.D,15,5,Informatics
1767,Walter,Clark,54,3,high school diploma,12,3,Economic
1768,Walter,Ryan,51,2,high school diploma,7,9,Informatics
1769,Edgar,Cunningham,59,2,high school diploma,3,3,Generic
1770,Kristian,Perkins,51,0,compulsory school,9,3,Generic
1771,Mike,West,58,3,high school diploma,9,7,Worker
1772,Arnold,Perry,51,3,high school diploma,9,7,Instruction
1773,Caroline,Johnston,58,2,three-year degree,12,7,healthcare
1774,Natalie,Ellis,51,1,master,12,7,Economic
1775,Cherry,Montgomery,51,0,master degree,9,7,Instruction
1776,Caroline,Thomas,59,0,three-year degree,15,3,Economic
1777,Edwin,Grant,57,0,high school diploma,9,5,Generic
1778,Ted,Bailey,58,2,compulsory school,20,5,Generic
1779,Adison,Ferguson,51,2,high school diploma,9,3,Worker
1780,Harold,Stewart,52,0,high school diploma,12,3,Worker
1781,Vivian,Moore,56,3,high school diploma,12,3,Generic
1782,Marcus,Campbell,56,1,three-year degree,12,3,Instruction
1783,Elian,Bailey,53,2,three-year degree,12,12,Informatics
1784,Tyler,Brown,57,3,high school diploma,9,5,Generic
1785,Isabella,Wilson,54,3,high school diploma,9,3,Generic
1786,Rafael,Alexander,52,0,three-year degree,12,12,Informatics
1787,Dexter,Cooper,57,2,high school diploma,15,7,Generic
1788,Maya,Chapman,55,1,high school diploma,12,7,Generic
1789,Alberta,Nelson,54,3,high school diploma,15,3,Instruction
1790,Adelaide,Harris,57,1,high school diploma,12,3,Generic
1791,Arnold,Cooper,52,0,compulsory school,12,5,Generic
1792,Andrew,Brooks,52,3,high school diploma,12,3,Generic
1793,Oliver,Harper,57,3,high school diploma,3,5,Generic
1794,Elian,Chapman,54,0,high school diploma,12,3,Generic
1795,Clark,Thompson,58,2,high school diploma,12,9,Worker
1796,Melanie,Owens,55,3,high school diploma,12,3,Generic
1797,Savana,Ellis,50,0,high school diploma,9,5,Generic
1798,Vincent,Scott,57,0,three-year degree,15,15,healthcare
1799,Aldus,Stewart,57,1,compulsory school,12,5,Generic
1800,Belinda,Harrison,54,2,high school diploma,20,1,Generic
1801,Naomi,Perry,51,3,three-year degree,12,12,healthcare
1802,Darcy,Bailey,56,2,three-year degree,9,3,Informatics
1803,Richard,Moore,56,2,high school diploma,9,3,Generic
1804,Melanie,Murray,60,2,three-year degree,15,1,Instruction
1805,Victor,Gray,59,1,high school diploma,9,12,Economic
1806,Michael,Wright,51,3,high school diploma,5,1,Generic
1807,Oscar,Turner,60,1,high school diploma,9,5,Economic
1808,Kirsten,Perkins,56,0,three-year degree,9,3,healthcare
1809,Miller,Reed,59,2,high school diploma,7,9,Worker
1810,Dale,Morgan,50,1,high school diploma,12,5,Generic
1811,Preston,Adams,59,2,high school diploma,20,3,Generic
1812,Lucia,Richardson,55,1,high school diploma,9,5,Generic
1813,Edwin,Murray,60,0,compulsory school,9,9,Worker
1814,Florrie,Martin,56,2,high school diploma,12,3,Generic
1815,Kristian,Ferguson,59,0,master degree,12,3,Informatics
1816,Anna,Richardson,51,3,compulsory school,20,9,Worker
1817,Charlotte,Kelly,58,1,high school diploma,20,3,Generic
1818,Roland,Stevens,60,1,three-year degree,15,9,Economic
1819,Ada,Spencer,50,3,compulsory school,9,3,Worker
1820,Samantha,Elliott,57,1,high school diploma,3,7,Generic
1821,Lyndon,Owens,52,3,high school diploma,12,12,Generic
1822,Rubie,Russell,57,2,high school diploma,9,3,Generic
1823,Luke,Cooper,60,3,high school diploma,15,9,Instruction
1824,Michael,Chapman,53,2,high school diploma,12,3,Generic
1825,Maddie,Hawkins,54,2,high school diploma,15,3,Generic
1826,Kelvin,Perkins,50,1,master degree,20,5,Informatics
1827,Bruce,Gibson,50,2,master,20,20,Informatics
1828,Andrew,Bennett,57,3,three-year degree,7,9,healthcare
1829,Ellia,Miller,54,3,high school diploma,12,7,Worker
1830,Edwin,Tucker,60,3,three-year degree,3,3,healthcare
1831,Naomi,Morrison,53,1,Ph.D,9,7,Instruction
1832,Maximilian,Campbell,56,3,master degree,7,1,Informatics
1833,Mary,West,58,1,high school diploma,9,3,Generic
1834,Nicholas,Warren,50,2,high school diploma,9,5,Worker
1835,Max,Warren,50,1,high school diploma,12,3,Economic
1836,Marcus,Farrell,55,0,high school diploma,9,7,Worker
1837,Jack,Mason,52,1,three-year degree,7,9,Instruction
1838,Eric,Ellis,58,2,Ph.D,9,5,Informatics
1839,Annabella,Russell,56,1,high school diploma,12,15,Generic
1840,Caroline,Phillips,55,3,high school diploma,12,5,Economic
1841,Albert,Rogers,57,0,compulsory school,9,3,Worker
1842,Nicholas,Edwards,55,3,high school diploma,15,5,Generic
1843,Lucia,Barnes,53,0,high school diploma,12,15,Informatics
1844,Antony,Riley,56,2,master,20,5,Informatics
1845,Grace,Turner,57,1,high school diploma,15,3,Generic
1846,Melissa,Farrell,52,0,three-year degree,9,3,healthcare
1847,Stuart,Warren,56,1,three-year degree,15,9,Economic
1848,Dominik,Thomas,57,2,high school diploma,20,3,Generic
1849,Elise,Holmes,52,0,three-year degree,9,5,healthcare
1850,Miley,Wilson,57,2,high school diploma,9,3,Worker
1851,Amber,Lloyd,54,3,high school diploma,5,12,Generic
1852,Emily,Watson,52,1,high school diploma,7,12,Informatics
1853,Brad,Owens,60,1,high school diploma,15,9,Generic
1854,Rafael,Allen,54,0,high school diploma,9,5,Generic
1855,Sam,Baker,60,3,high school diploma,12,9,Generic
1856,Walter,Lloyd,55,2,Ph.D,12,5,Instruction
1857,Carlos,Turner,58,0,high school diploma,9,5,Generic
1858,Ashton,Murray,51,2,high school diploma,20,12,Informatics
1859,Sawyer,Mason,60,1,high school diploma,7,15,Generic
1860,Roman,Rogers,56,3,compulsory school,7,3,Generic
1861,Byron,Ferguson,57,0,high school diploma,15,5,Worker
1862,Alford,Crawford,59,3,high school diploma,9,3,Generic
1863,Belinda,Rogers,53,0,compulsory school,9,3,Worker
1864,Connie,Carroll,52,0,three-year degree,5,7,Instruction
1865,Oliver,Taylor,52,0,master,9,1,Instruction
1866,Emma,Owens,60,2,three-year degree,12,9,healthcare
1867,Aida,Evans,52,1,three-year degree,15,7,Economic
1868,Grace,Kelly,54,1,master degree,7,9,Informatics
1869,Fenton,Hamilton,50,1,three-year degree,12,1,Instruction
1870,Jasmine,Morrison,51,3,master degree,12,7,Informatics
1871,Spike,Harrison,59,1,three-year degree,9,3,Instruction
1872,Bruce,Mason,55,2,master degree,12,1,Instruction
1873,Cherry,Carter,56,3,high school diploma,9,5,Generic
1874,Tony,Douglas,56,1,high school diploma,12,3,Generic
1875,Nicole,Sullivan,58,1,high school diploma,9,9,Economic
1876,Sofia,Scott,52,0,three-year degree,12,3,Instruction
1877,Samantha,Johnson,53,0,compulsory school,9,3,Worker
1878,Isabella,Chapman,59,3,high school diploma,9,7,Economic
1879,Fenton,Ellis,53,3,master degree,20,7,Instruction
1880,Roman,Montgomery,58,3,high school diploma,9,5,Generic
1881,John,Dixon,50,3,high school diploma,9,3,Worker
1882,Amy,Phillips,59,0,three-year degree,12,9,Economic
1883,Cherry,Foster,50,3,three-year degree,12,3,Economic
1884,Rebecca,Myers,58,3,high school diploma,12,5,Generic
1885,Chester,Cameron,51,3,high school diploma,7,12,Worker
1886,Nicholas,Phillips,50,1,high school diploma,12,3,healthcare
1887,Max,Stewart,52,2,high school diploma,5,9,Informatics
1888,Valeria,Ellis,54,1,three-year degree,12,9,Economic
1889,Gianna,Grant,59,3,high school diploma,15,5,Worker
1890,Roland,Perkins,56,0,three-year degree,7,5,Informatics
1891,Roman,Grant,60,2,high school diploma,9,5,Generic
1892,Kate,Scott,57,1,high school diploma,7,9,Generic
1893,Lucy,Parker,56,2,high school diploma,15,1,Worker
1894,Derek,Russell,52,1,Ph.D,9,5,Instruction
1895,Edward,Smith,50,2,compulsory school,9,3,Worker
1896,Preston,Barnes,52,1,high school diploma,20,3,Generic
1897,Mike,Farrell,50,0,master,15,3,Informatics
1898,Jasmine,Gray,53,1,compulsory school,9,3,Generic
1899,Freddie,Casey,58,0,high school diploma,15,3,Economic
1900,Kate,Brooks,53,3,high school diploma,12,20,Generic
1901,Rafael,Johnston,58,3,three-year degree,12,3,Informatics
1902,Heather,Morrison,60,1,three-year degree,9,3,Economic
1903,Ellia,Morris,56,3,high school diploma,12,9,healthcare
1904,Alford,Douglas,53,2,high school diploma,12,12,Generic
1905,Tess,Mitchell,51,2,high school diploma,12,12,Economic
1906,Antony,Brown,52,0,high school diploma,12,5,Worker
1907,Anna,Richards,53,1,high school diploma,5,3,Worker
1908,Charlotte,Brown,53,1,compulsory school,12,7,Worker
1909,Kevin,Bennett,58,1,compulsory school,15,3,Generic
1910,Dale,Wright,52,2,three-year degree,12,1,Informatics
1911,Stuart,Fowler,53,2,high school diploma,9,9,Worker
1912,Brad,Moore,51,3,high school diploma,9,9,Generic
1913,Jordan,Hall,53,3,high school diploma,15,5,Instruction
1914,Natalie,Casey,58,3,high school diploma,12,9,Generic
1915,Daisy,Dixon,50,0,high school diploma,9,3,Generic
1916,Arianna,Campbell,51,0,compulsory school,15,9,Worker
1917,Reid,Scott,60,3,high school diploma,9,9,Informatics
1918,April,Wells,53,2,high school diploma,9,5,Generic
1919,Jenna,Crawford,59,0,master degree,15,1,Economic
1920,Rafael,Anderson,50,2,three-year degree,12,3,healthcare
1921,Alissa,Gray,50,2,high school diploma,12,7,Generic
1922,Edwin,Harrison,60,1,Ph.D,12,3,Economic
1923,Owen,Robinson,51,0,high school diploma,12,15,Generic
1924,Emma,Ellis,53,0,Ph.D,12,3,healthcare
1925,Marcus,Richards,58,2,high school diploma,20,9,Economic
1926,Spike,Ryan,53,0,high school diploma,20,7,Generic
1927,Arthur,Andrews,59,2,master degree,12,3,healthcare
1928,Honey,Wright,51,1,high school diploma,9,7,Generic
1929,James,Johnston,52,3,high school diploma,20,3,Generic
1930,Vanessa,Mitchell,57,1,high school diploma,9,7,Generic
1931,Carlos,Ellis,55,0,high school diploma,9,7,Generic
1932,Tara,Hamilton,53,3,three-year degree,15,5,Instruction
